WKT,GID_0,NAME_0,GID_1,NAME_1,NL_NAME_1,GID_2,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2
"POLYGON ((5.61177015304577 51.9435577392579,5.62347602844244 51.9498291015625,5.62366008758545 51.9499969482422,5.62640714645386 51.9525146484376,5.6322479248048 51.952507019043,5.63371086120611 51.9534034729004,5.63372993469238 51.9578933715821,5.629469871521 51.9631576538086,5.62937021255493 51.9632835388184,5.62646198272716 51.9668769836426,5.63086318969721 51.9713592529297,5.63233709335321 51.9749488830567,5.62796306610119 51.9776458740234,5.62067890167242 51.9830436706544,5.62070894241333 51.9911231994629,5.6163330078125 51.9938201904298,5.61194992065441 51.9947242736816,5.61342477798473 51.9983139038087,5.62074089050299 52.000099182129,5.62510299682629 51.9938087463379,5.63387584686291 51.9937973022462,5.63972806930536 51.9955825805664,5.64410209655762 51.9928855895997,5.65141582489025 51.9937705993652,5.66019487380993 51.9955520629882,5.66896486282349 51.9955368041993,5.66974878311163 51.995532989502,5.67287206649786 51.9955291748048,5.67627382278448 51.9955215454103,5.67919397354126 51.9946212768555,5.68210411071783 51.9919204711913,5.68497800827026 51.9919166564942,5.6892199516297 51.9927673339844,5.68941783905029 51.9928054809571,5.69088792800909 51.9945983886718,5.69133710861206 51.9946670532227,5.69609403610235 51.9953880310059,5.69674110412603 51.9954833984376,5.7095308303833 51.998073577881,5.70991182327282 51.9981498718262,5.73186206817633 52.0016937255859,5.72297191619867 51.9819641113282,5.72743892669689 51.981014251709,5.72732019424444 51.9809226989747,5.72585201263433 51.9747772216797,5.72033214569092 51.9688911437989,5.71997022628784 51.968505859375,5.72434806823742 51.9675979614258,5.72727012634277 51.9675941467286,5.72871303558355 51.9648971557617,5.72578620910656 51.9640045166016,5.71409893035894 51.9640312194824,5.68924713134771 51.96049118042,5.68485784530645 51.9587059020996,5.6760687828064 51.9542312622071,5.67314481735229 51.953338623047,5.66584300994879 51.9533538818361,5.65854883193981 51.9551620483398,5.65416193008434 51.9542694091797,5.65123319625854 51.9524803161622,5.65414381027222 51.9497833251953,5.65119886398321 51.9444007873535,5.64748716354381 51.9398651123047,5.64679384231579 51.939022064209,5.64240598678589 51.9372329711914,5.63656711578369 51.9372406005859,5.63575983047485 51.9377403259278,5.6351108551026 51.9381408691406,5.62928295135509 51.9408416748047,5.62344408035273 51.941749572754,5.61177015304577 51.9435577392579))",NLD,Netherlands,NLD.4_1,Gelderland,,NLD.4.60_1,Wageningen,,,Gemeente,Municipality,,NL.GE.WG
